0.004826129227876674,0.0,0.0,0.0,0.0
-0.038659983873367304,0.0,0.1293,0.0,-0.0218
-0.03862223625183106,0.0,0.1293,0.0,-0.021
-0.03862223625183106,0.0,0.1293,0.0,-0.021
-0.03862223625183106,0.0,0.1293,0.0,-0.021
-0.03835202753543854,0.0,0.1292,0.0,-0.0168
-0.03835202753543854,0.0,0.1292,0.0,-0.0168
-0.038119578361511225,0.0,0.1291,0.0,-0.0134
-0.038119578361511225,0.0,0.1291,0.0,-0.0134
-0.03782106041908265,0.0,0.129,0.0,-0.0086
-0.03782106041908265,0.0,0.129,0.0,-0.0086
-0.03827260732650756,0.0,0.1327,0.0,0.0383
-0.03827260732650756,0.0,0.1327,0.0,0.0383
-0.04455763697624207,0.0,0.1322,0.0,-0.0921
-0.04455763697624207,0.0,0.1322,0.0,-0.0921
-0.04030021131038666,0.0,0.1322,0.0,-0.0123
-0.04030021131038666,0.0,0.1322,0.0,-0.0123
-0.04011022448539733,0.0,0.1321,0.0,-0.0098
-0.04011022448539733,0.0,0.1321,0.0,-0.0098
-0.04011022448539733,0.0,0.1321,0.0,-0.0098
-0.04011022448539733,0.0,0.1321,0.0,-0.0098
-0.04002056717872621,0.0,0.1321,0.0,-0.0079
-0.04002056717872621,0.0,0.1321,0.0,-0.0079
-0.04002056717872621,0.0,0.1321,0.0,-0.0079
-0.04002056717872621,0.0,0.1321,0.0,-0.0079
-0.04002056717872621,0.0,0.1321,0.0,-0.0079
-0.04002056717872621,0.0,0.1321,0.0,-0.0079
-0.04002056717872621,0.0,0.1321,0.0,-0.0079
-0.04002056717872621,0.0,0.1321,0.0,-0.0079
-0.03202483355998992,0.0,0.133,0.0,0.1778
-0.04545279741287231,0.0,0.1325,0.0,-0.1032
-0.04545279741287231,0.0,0.1325,0.0,-0.1032
-0.04079219400882722,0.0,0.1323,0.0,-0.0212
-0.04079219400882722,0.0,0.1323,0.0,-0.0212
-0.04079219400882722,0.0,0.1323,0.0,-0.0212
-0.04079219400882722,0.0,0.1323,0.0,-0.0212
-0.04079219400882722,0.0,0.1323,0.0,-0.0212
-0.04079219400882722,0.0,0.1323,0.0,-0.0212
-0.04079219400882722,0.0,0.1323,0.0,-0.0212
-0.04079219400882722,0.0,0.1323,0.0,-0.0212
-0.045226749777793895,-0.0,0.132,-0.0086,-0.0783
-0.045226749777793895,-0.0,0.132,-0.0086,-0.0783
-0.04211366772651673,-0.0001,0.1319,-0.0112,-0.0013
-0.04211366772651673,-0.0001,0.1319,-0.0112,-0.0013
-0.04211366772651673,-0.0001,0.1319,-0.0112,-0.0013
-0.04525941312313081,-0.0002,0.1316,-0.0133,-0.0624
-0.04525941312313081,-0.0002,0.1316,-0.0133,-0.0624
-0.04525941312313081,-0.0002,0.1316,-0.0133,-0.0624
-0.04525941312313081,-0.0002,0.1316,-0.0133,-0.0624
-0.04525941312313081,-0.0002,0.1316,-0.0133,-0.0624
-0.04525941312313081,-0.0002,0.1316,-0.0133,-0.0624
-0.04525941312313081,-0.0002,0.1316,-0.0133,-0.0624
-0.03788321912288667,-0.0003,0.1323,-0.0193,0.1342
-0.03788321912288667,-0.0003,0.1323,-0.0193,0.1342
-0.05419796705245972,-0.0003,0.1313,-0.0154,-0.1995
-0.05419796705245972,-0.0003,0.1313,-0.0154,-0.1995
-0.05419796705245972,-0.0003,0.1313,-0.0154,-0.1995
-0.05090010166168213,-0.0004,0.1305,-0.0166,-0.1596
-0.05090010166168213,-0.0004,0.1305,-0.0166,-0.1596
-0.05090010166168213,-0.0004,0.1305,-0.0166,-0.1596
-0.05090010166168213,-0.0004,0.1305,-0.0166,-0.1596
-0.0417568415403366,-0.0005,0.1305,-0.0133,-0.0049
-0.0417568415403366,-0.0005,0.1305,-0.0133,-0.0049
-0.0417568415403366,-0.0005,0.1305,-0.0133,-0.0049
-0.0417568415403366,-0.0005,0.1305,-0.0133,-0.0049
-0.0417568415403366,-0.0005,0.1305,-0.0133,-0.0049
-0.038418951630592335,-0.0005,0.1308,-0.0106,0.0574
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03862893283367158,-0.0006,0.131,-0.0085,0.0459
-0.03850246071815491,-0.0007,0.1327,-0.0004,0.0355
-0.04069053828716279,-0.0008,0.1323,-0.0001,-0.0184
-0.04069053828716279,-0.0008,0.1323,-0.0001,-0.0184
-0.04069053828716279,-0.0008,0.1323,-0.0001,-0.0184
-0.04069053828716279,-0.0008,0.1323,-0.0001,-0.0184
-0.04069053828716279,-0.0008,0.1323,-0.0001,-0.0184
-0.04044391810894013,-0.0008,0.1322,-0.0001,-0.0147
-0.03863950669765473,-0.0008,0.1316,-0.0,0.0139
-0.03863950669765473,-0.0008,0.1316,-0.0,0.0139
-0.03884364664554596,-0.0008,0.1317,-0.0,0.0111
-0.038947454094886785,-0.0008,0.1317,-0.0,0.0089
